,geo,screen_name,text,tweet_id,cluster_pred
729,,SeriesFilmesID,"VEEP GANHOU O PRÊMIO ""MELHOR SÉRIE DE COMÉDIA""

#Emmys",777701988855349248,1
730,,NanaKelly25,Já era hora da Tatiana Maslany ganhar... Merecidíssimo #Emmys,777701988939202560,0
731,,victorcaraio,#referencias 😍 https://t.co/KqSyLSwU12,777701988838629376,0
732,,Ashtonakaleegle,Shoulda been black-ish #Emmys,777701988733685761,1
733,,AKAnVA1908,"Mmmmm, OK👀
#Emmys",777701989048287232,1
734,,MontezRam,I think the #NutrishDog was dressed to impress at the #Emmys https://t.co/d1Xr0ASZc0,777701989375356928,0
735,,forhirn,so tem gente comemorando o emmy da tatiana na tl vejo que eu sigo as pessoas certas #Emmys,777701989367054336,0
736,,lalibueno1,Congratulations Sestra @tatianamaslany !!!!!!! #Emmys #OrphanBlack https://t.co/RpO3lqXP4y,777701988394041345,0
737,,ReignOfApril,I can't stand Larry David and I'm pretty sure that was the funniest bit of the night. I actually chuckled. #Emmys,777701989513826305,0
738,,JoseEBM30,He killed it with that speech... https://t.co/w3ViTGSRx5,777701989673275392,0
739,,Soliman__,.@ItsRamiMalek he won #Emmys https://t.co/TBQwkz1i7W,777701988377174016,1
740,,cocoapatootie,I don't get Larry David. He's like some awkward uncle that shows up at your parents' house but isn't related to you in any way at all #Emmys,777701992542117888,0
741,,404_procurada,Tatiana Maslany interpretando Inclusive minhas lágrimas no momento #Emmys,777701992613474305,0
742,,obgpelospeixes,Veep ganhou e eu só penso nela assim #Emmys https://t.co/onFBcSweVA,777701991959109633,1
743,,camigsaa,Al fin!!!!!! 😍👏🏽👏🏽👏🏽 https://t.co/7qpjRGbRY5,777701992156332032,0
744,,va_nisher,Battle of the Bastards. 👌 https://t.co/I9V4qPWMzY,777701992353234944,0
745,,Shimada_27,Errei todos os palpites no bolão do #Emmys,777701993020289024,0
746,,erinemaxwell,"Congrats to @ItsRamiMalek who I met once at a #SDCC party. Funny, sweet &amp; when I asked what he did he said lame international vampire #Emmys",777701992848236544,0
747,,ouchtomlinson,CARALHO SO ENTREI AQUI PRA FALAR Q N HA PALAVRAS P DESCREVER MINHA FELICIDADE PELA TATIANA TER GANHADO@PUTA Q PARIU EU TO MUIT FELIZ #Emmys,777701993074819072,0
748,,Enchantee,Ahhhhhhhhh @tatianamaslany won her first but not last Emmy!!! About time! Get it girl! #Emmys #OrphanBlack #CloneClub #welldeserved,777701993015947264,0
749,,GalacticRiver,"And #CloneClub opened and we all said ""About effing time!""  #Emmys https://t.co/C4ECPrHsp6",777701992550526976,0
750,,OreosOnPizza,Seinfeld connections! #Emmys,777701993188065281,1
751,,HOTasICExox,Larry David is THAT guy. Ya know what I mean? 🙌 #Emmys,777701993754210304,1
752,,kylieee3,a canadian presenting another canadian with an emmy. i LOVE!! so happy @tatianamaslany won!! 🇨🇦🎭🏆🎉❤️ https://t.co/HqjusKBSqs,777701993645125632,0
753,,divamommy1,Oh my - what is Anna Chlumsky wearing...#emmys,777701993829666816,0
754,,sidereel,"Yes, @VeepHBO really is that good. #Emmys https://t.co/zu7Bmf1pb6",777701992676204545,0
755,,_hguzman,I love Larry David #Emmys,777701994647523328,1
756,,Paulinhank23,Foi o ano da Carrie Underwood pqp Robin Wright merecia demais esse prêmio To puta com esse #Emmys espero que #Got leve melhor série só isso.,777701996803584000,0
757,,CarlaBrivaz,Al fin #Emmys Tatiana Maslany... Ya era hora para ella.!! #OrphanBlack,777701996929449984,0
758,,senorita_Cheree,"So over #Veep...is it that good? 👀 #Emmys 

Genuine question btw",777701997306716160,1
759,,SunRaeAZ,"@BretEastonEllis FYI God doesn't have a last name; certainly its NOT ""damn.""  @torikelly singing Hallelujah was the highlight of the #Emmys",777701996732125184,0
760,,Uhmanduh,#Emmys @seannyb cannot understand that Ryan Murphy is not Gunther from Friends.,777701997155905536,0
761,,sitePopCultura,"""Veep"" é eleita como melhor série de comédia! #Emmys #EmmyNaWarner https://t.co/2CzR3eUFrc",777701996350599168,0
762,,torontozain,me too https://t.co/iChezi1RDE,777701997004910592,0
763,,YahooCelebrity,.@tatianamaslany needed her phone during her #Emmys speech (even though she plays a zillion roles on #OrphanBlack https://t.co/qnBfQnvFhf,777701995767533569,0
764,,CherryKeane3,🙌❤🙌❤🙌❤🙌❤🙌❤🙌❤🙌 https://t.co/h7qQhyCNn5,777701997139070976,0
765,,fseesparksfly,@tatianamaslany congrats!!!! I'm so happy for you. You deserve this! YOU DID IT GIRL! #Emmys #EmmyForMaslany ❤,777701997705297920,0
766,,danrowdy,&lt;3 https://t.co/YdZXO6dzNY,777701997617217537,0
767,,wonderwomaz,"esse é o ano do leo e da tatiana, anotem ai #emmys",777702000930750465,0
768,,EmanuellBrandao,AAAAeeeeeeeeeeeeeeeeeeeeeeeeee (: https://t.co/ptlu8QIgyv,777702000955908096,0
769,,drunkrippah,dylan claramente representando o fandom #Emmys https://t.co/I6HDGIuMnc,777702000628752384,0
770,,AEDeWolf,Eeeeek! @tatianamaslany won the #Emmys @OrphanBlack she is seriously one of the best actresses out there!!!!,777702001392046080,0
771,,NorthCaliGrl,"Meet #KathyShelton- She was the child #rape victim of the rapist #HillaryClinton Got Off  https://t.co/A3u4ECAcu4    via @MailOnline
#Emmys",777702001144532992,0
772,,mcflyismylife7,Tendría que estar estudiando pero las fotos de Kit Harington me distraen #Emmys,777702001748705280,0
773,,Josh_Daniel90,GOOD. Might have been the best season yet. https://t.co/KHPemNwbER,777702001513750528,0
774,,ericaportela_,#eucai https://t.co/oJOHGYINxq,777702001597636608,0
775,,robynmaz,I think the #NutrishDog was dressed to impress at the #Emmys https://t.co/C9bXkGodto,777702001664782336,0
776,,luli_rovira,TATIANAAA MASLANY!!!! Orphan Black 🙌🏼🙌🏼🙌🏼🎉🎉🎉🎉🎉🎉🎉🙌🏼🎉🙌🏼🎉🙌🏼🎉🙌🏼🎉🙌🏼 #Emmys #EmmyForMaslany https://t.co/G9IjSBg2ng,777702000985157633,0
777,,etudocultura,Quando acabar o #Emmys  eu vou ver todas as séries que não tinha visto e vou dormir só ano que vem #EmmysNaWarner,777702002621046788,0
778,,wilktionary,A Jennifer Lawrence's moment. #Emmys,777702005347328000,1
779,,louistsense,#Emmys https://t.co/5FsIt3Xu0G,777702004126867456,0
780,,75a0dfb954964bf,"Yup, Elaine Bennes aka @OfficialJLD just tripped #Emmys",777702005276020740,0
781,,kelliruthless,Hoo to the ray! https://t.co/QynFLqZuL4,777702004852338692,0
782,,hectagonos,MINHA NAMORADA É TOP https://t.co/CjB6FZSXqp,777702005439627264,0
783,,aguvilse,I’m rooting for #ClaireDanes to win ‘Outstanding Lead Actress’ at the 2016 #Emmys. Place your vote with @OSN. https://t.co/vRAKoKR2Bt,777702005225689088,1
784,,_ailiachucuan,"No ganó modern family, entonces nada importa. #EmmysPorWarner #Emmys",777702005762510848,1
785,,MoRoChExx,Siempre he pensado que #TBBT siempre ha sido infravalorada por los #Emmys  #Emmyforthebigbangtheory,777702005305380864,0
786,,delisaenid,"Yeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeessssssssss
Tatiana won.... You are the greatest!!!!!?!!
#OrphanBlack #Emmys",777702005787746304,0
787,,Cassiaprosa,Agora vamos derrubar o tt com a vitória da @tatianamaslany pq ela merece. Ela é todo o elenco de Orphan Black #Emmys https://t.co/yGbwDbDPJd,777702001962516480,0
788,,notreallybasic,"I got you on that library shift, @DavidHMandel. #Emmys",777702005812957188,1
789,,JECrenshaw,"I love Veep--and congrats!, but I wanted Black-ish to win! #Emmys",777702006064492544,1
790,,DeaditeWheatley,"Come on, give it to Game of Thrones and all will be forgiven. #Emmys",777702006035214336,0
791,,Norberto_SB,"I voted for #Veep to win ‘Outstanding Comedy Series’ at the 2016 #Emmys. Place your vote with @OSN.
https://t.co/PRguwfKUYO",777702005099724800,1
792,,gery0n,amém porra https://t.co/quXVHPJgn5,777702005825495040,0
793,,Rapha248,"PORRA EU NEM SEI O QUE DIZER PERA
 #Emmys https://t.co/OR3wNwHzDK",777702004701421568,0
794,,BUNTE,Tolle Serie: #Veep gewinnt die Kategorie Comedy! #Emmys #BUNTEdeLIVE,777702009147420672,1
795,,JenniHavillandS,"AHHHH TATIANA MASLANY WON! SHE ACTUALLY WON, I DIDN'T THINK SHE WOULD, SO HAPPY TO BE WRONG! #Emmys",777702009319387137,1
796,,ManRepeller,Tony Hale helping Julia Louis-Dreyfus up from the stairs was basically Gary/Selena IRL. #Emmys,777702009407438848,0
797,,ansbeabrock,👅👅👅👅👅👅👅 https://t.co/XStAXxXvoi,777702009189335040,0
798,,mcrystian,Interpreta nois tudooooooo #Rainha https://t.co/Ge5dYkTuER,777702009759817734,0
799,,SSVideoBoy,Well deserved! #Veep is genuinely the funniest show on television #emmys,777702009944276992,1
800,,phrazesforharry,I'll succ him right fucking now https://t.co/9mtXXQ134K,777702010263105536,0
801,,mdzvanessa,Not sorry for my TMas spam. Girl deserved an award a long time ago! @tatianamaslany #EmmyForMaslany #Emmys #CloneClub @OrphanBlack,777702011110236160,0
802,,JenniferLocal10,Myself along with @JanineStanwood &amp; @Calvinlocal10 in tonight with your news &amp; weather @WPLGLocal10 Join us after the #Emmys ! #Local10,777702010737000448,0
803,,imsonotMelville,It seems like there will be a lot of happy fans this #Emmys,777702010942525440,1
804,,Mishellelle,Perde a presidência mas ganha os troféu tudo  #Emmys,777702010552451073,1
805,,starzshine187,Check out this item in my Etsy shop https://t.co/pYE4Zt7YBv #emmys #powertv #etsy #etsygifts #shopsmall #motivationmonday #rva #phish #style,777702013551448064,0
806,,ModoMeu,A ganhadora de Melhor série cômica foi Veep #Emmy2016 #ModoMeuPremiacoes #EmmyNaWarner #Emmys https://t.co/Ft7dKdFwWL,777702012414812160,0
807,,clairewillett,I'm a season behind but a HUGE fan of Veep (and also of Modern Family no longer sweeping this category) so YAY #Emmys,777702014432129024,1
808,,sahjaeger,"PELO AMOR DE DEUS, RAINHA!!!! https://t.co/uQvfZJeJe5",777702014084087809,0
809,,BarbaraBom,YASSSSSSSSSS #Veep is the best!!!!  #Emmys,777702014729986048,1
810,,aliyalangley,"Wait... it wasn't fake. HOLD UP!
#Emmys",777702014759346176,0
811,,heynurayme,Já vou começar os trabalhos para ano q vem a Vera Farmiga não ser injustiçada #Emmys,777702014621016064,0
812,,ManiacSubs,"E também não rolou #Emmys pra #ModernFamily (chega, né gente? Já tem 4?) de comédia. E foi pra #Veep que quem nunca viu devia começar ontem.",777702014327414784,0
813,,gonewiththeword,WE LOVE YOU GUYS!! You sweep our hearts. haha https://t.co/JN8aYNBx8a,777702014906097664,0
814,,Renanlandim22,"""Veep"" era a maior barbada da noite. Agora é preparar a corneta pra GOT ganhar melhor série. #Emmys",777702015036162049,1
815,,nataacortez,Veep? Modern Family é a unica série de comédia boa :( #Emmys,777702015208132608,1
816,,brentcarcher,"Well done and deserved, @JohnOliverMP. #Emmys",777702015245877248,1
817,,xxjewelsndrugs,Girl..... https://t.co/HU7L8umtMI,777702015308705792,0
818,,TheChicNoir,Always radiant  https://t.co/RulEvh15d8,777702015048749056,0
819,,Catherine_Haro,For whatever reason my cousin is getting really pissed off every time Veep wins 😂 #Emmys,777702015484952576,1
820,,ElonEtalk,#Veep wins Best Comedy Series at the #Emmys,777702015359127552,1
821,,sassymissmug,VEEP yes seriously in my top 3 favorite shows!!!  Seriously SO DESERVED 👍🏼 #Emmys #VeepHBO,777702017716355072,1
822,,nachonarda,Vamoo la rompe!! https://t.co/3CJMrtRenI,777702017267630080,0
823,,rflalves,"Nem tava acompanhando o #Emmys2016, mas saber que ela ganhou um prêmio, achei massa. Ela arrebenta em Orphan Black https://t.co/o3Y1XNglux",777702017561194496,0
824,,giovannaheroso,"Querida Academia, vc não fez mais que a sua obrigação! Obrigada  #Emmys",777702017972183040,0
825,,PauloGC93,"No Silicon valley, si Veep , motivo para verla #Emmys #Emmys2016",777702017930231808,1
826,,misskubelik,"DAMN you wanna change the world, VEEP guy? Make sure your kid's library has a real librarian, not volunteers! #Emmys",777702018148204545,1
827,,jasonlynch,Happy to see #Veep win this. Sometimes you CAN go on without your creator. #Emmys,777702018181922816,1
828,,enziigabi,🎊🎉 @tatianamaslany  #Emmys https://t.co/rp2BVKDIC2,777702017745711104,0
829,,Paula_Harris24,@tatianamaslany Yes!!!! You Go Girl 🙌🏼😍#OrphanBlack #Emmys,777702018290896896,0
830,,raptorlindsay,THIS IS THE GREATEST THING THAT HAS EVER HAPPENED ON THE EMMYS https://t.co/iQ3rCOXUPI,777702018244710401,0
831,,tvadikto,Una categoría más y los #Emmys llegan a su fin por este año.,777702018664325121,0
832,,IcaroBichler,A parte da Tatiana é verdade. https://t.co/kPdONDJGEQ,777702018727157761,0
833,,LaDaiDama,Alguien me explica que es lo que tiene puesto Anna Chlumsky??? #Emmys,777702019071082496,0
834,,laurenisabadass,TATIANA!!!!!!!!!!!!!!!!  #Emmys #EmmyForMaslany #shegotonenow,777702019259695105,1
835,,Gustavo_DeWiit,Torcendo mt pra Vcs no ano que vem desde já https://t.co/P78xSWgWse,777702019477929985,0
836,,Shayla_Mitchell,Omgggg Veep 🙄 #Emmys Out of all those nominees,777702022007037952,1
837,,sherama9260,Bet #jimmykimmel will never host another #Emmys,777702021616893952,0
838,,camilacroch4,até agr n to crendo q a tatiana ganhou #Emmys,777702021680037888,0
839,,mila_curupi,"Adoro ver as pessoas caindo no próprio vestido nessas premiações, é gente como a gente #Emmys",777702021885460480,0
840,,broquei,"É MUITA FELICIDADE
AAAAAAAAAA
#EmmyForMaslany #EmmyNaWarner https://t.co/3shbcTqaGa",777702021633802240,0
841,,CintiaDicicco,Quiero que Larry David sea mi abuelo  #Emmys,777702022153965572,1
842,,Trantorsarusrex,Get on up there @SamRichardson 😊🙌🏼Congrats to all in @VeepHBO !! Always well deserved 💃🏻 #Veep #Emmys #comedy @HBO,777702022149607425,1
843,,rMONe51,congrats to @HBOAsia for Veep &amp; GoT for the #Emmys now #LiveOnSKY @mySKYupdates,777702022573240320,1
844,,marianapaulab,AAAAAAAA https://t.co/vGP4EjyLCC,777702022393061376,0
845,,christmarku,I love Rami. He seriously deserves everything coming! He's phenomenal in #MrRobot . #Emmys https://t.co/vM1oJ2bQ7f,777702022262951936,0
846,,MartineMontreal,"Veep is the best comedy on television. Still, you must watch the Blackish episode on police brutality. Important television. #Emmys",777702023072407552,1
847,,JuGross,Veep 🎉🎉🎉 #emmys,777702022762094592,1
848,,THRMattBelloni,Veep totally deserves this win. It lost its creator and actually got better this season. #Emmys https://t.co/FCXDnsnltg,777702022611034112,1
849,,Triunfadora93,#Emmys,777702023244288000,1
850,,CowCreek,"I friggin ❤️  Veep ‼️‼️
Absolutely 😭 
#Emmys",777702026125774848,1
851,,AyeTeWacho,#Emmys suck going back to #NFLSunday game. 🏉,777702026280964096,1
852,,perryhurts,já posso ir dormir em paz #Emmys https://t.co/J7hE1kZEcF,777702024473354240,0
853,,LibrarySherpa,#Library mention at the #Emmys.  Drink.,777702026926895104,1
854,,lauriecrosswell,VEEP is the BEST comedy on television! Congratulations! #Veep #Emmys @DavidHMandel @VeepHBO,777702026373455872,1
855,,juniorfonseca,🆘 morri https://t.co/YhbofKjz5x,777702026578956288,0
856,,cristina_kalil,"Pra mim acabou #Emmys Tatiana já mostrou que arrasa mesmo,então tá tudo ótimo",777702026910236672,0
857,,presspassla,.@VeepHBO wins Best Comedy! #PPLA #Emmys https://t.co/BfbEg7oAnx,777702025937035264,1
858,,cursejauregui,acordar 5:40 amanhã to ferrada #Emmys,777702027006730240,0
859,,thwnderbird,"e o prox é de Mr. Robot tbm VAMOOOSOSOS
#Emmys",777702027052904448,0
860,,FansofABG,i'm about done. #emmys 😴,777702026859974657,1
861,,MikaelGerson,Quando disseram que a Maggie Smith não pode estar presente #Emmys https://t.co/4BVuu8lbu3,777702026717360128,0
862,,TheLexiCiccone,What John Mayer is in the house band tonight??? Not sure why I find this so funny😂 #Emmys,777702030320074752,0
863,,holypurpxse,"MINHA DEUSA, RAINHA AF TÃO LINDA A BICHA https://t.co/w5tU8s169d",777702030257319936,0
864,,s__727,@najlapoe  في كل مكان هالبثره حتى اناقتها مثل وجهها https://t.co/gCEjlDKKWV,777702029913427968,0
865,,OnePeopleQualq,Serenidade de quem ganhou um prêmio super merecido ❤ https://t.co/9MaSa5XUpO,777702030466961408,0
866,,samperez242,"Seriously, twitterverse...watch .@VeepHBO!!! It's GENIUS!!! #Emmys",777702030743785472,0
867,,RistovCR7,Who run the world? #got #got #BattleoftheBastards #Emmys https://t.co/YqFlS8mR9W,777702030127366145,0
868,,palynathisway,CURRENT MOOD #Emmys https://t.co/fmxN8y8FK1,777702028466323456,0
869,,ladygreligion,"A TATIANA GANHOU CARALHO, QUE PISÃO NA @ #Emmys https://t.co/8v0YNljtgw",777702029967982592,0
870,,marianahatchi,Aeeee 👏👏👏👏👏👏 https://t.co/dS4QPjd86m,777702030664146945,0
871,,ManIHateWasp97,"I really believe it's a fucking travesty that Silicon Valley has not won a fucking emmy tonight, or ever #Emmys",777702031087796224,0
872,,Saeedovic,"ڤيولا داڤيس انظلمت في جائزة أفضل ممثله!!
الجائزه مفصّله لها .. من أعمق وأجمل الأدوار #Emmys #HTGAWM",777702031020662784,0
873,,vitssx,injustiçada do emmy https://t.co/kql3OLxUU2,777702031075213312,0
874,,NeyRadilla,😂 😂 😂 https://t.co/4Ryq7b5a06,777702031511347200,0
875,,captainstefanie,"Oh good, we get to see Anna's frock in action. #Emmys",777702032220131328,0
876,,errysyaffri,So happy to see @torikelly bringing the-old-gorgeous-and-stunning look to the #Emmys 😍😍 #ToriKelly,777702034296430592,0
877,,jmkarmstrong,"#Seinfeld alum fest at the #Emmys with @DavidHMandel, @OfficialJLD, and Larry David! #Veep",777702034598494208,1
878,,Rally666,"Julia trips, she must be sick. #Emmys",777702034640293888,1
879,,AllGeektoMeNet,Congrats to Rami Malek for his Lead Actor in a Drama #Emmys win for his role in #MrRobot. https://t.co/DvVCqi4rFg,777702034116055040,0
880,,sammybosta,modern family não ganhou #Emmys https://t.co/aX2SoiegPi,777702033264631812,0
881,,SarahBlackadar,Love Love Love https://t.co/aCrurBAsRK,777702034384359424,0
882,,QuinceyTrigillo,I love so many of those comedy shows. @VeepHBO is so amazing. And I'm glad that shitbomb Modern Family didn't win. #Emmys,777702034984341504,1
883,,cityofclau,Totalmente de acuerdo! #Emmys2016 https://t.co/HEfH9zJ0Vh,777702034720092162,0
884,,todoxjlaw,La gran Jennifer lawrence #Emmys,777702034787209216,0
885,,HeatherLamb,#CloneClub right now. Congrats @tatianamaslany #Emmys https://t.co/j8CLhaC3Ak,777702033906249728,0
886,,morbeen4444,FINALLY @tatianamaslany gets the recognition she deserves. Congrats on winning your first and many more #Emmys awards!! 👏🏻👏🏻,777702035181346816,0
887,,quinnofpeace,"@ItsRamiMalek CONGRATS FOR YOUR #Emmys!!! you are so talented, we are very proud of you KEEP BEING THIS AMAZING ACTOR YOU ARE 💫",777702034598457344,0
888,,arqueirodolimpo,#BringGwenBack ❤🙏 https://t.co/y3i3T9l1Ly,777702034808115200,0
889,,pabloM582,Que grandes elencos sentados juntos. Que buenos premios!!! #Emmys #EmmysPorWarner,777702035433123840,0
890,,EmertainmentMon,.@VeepHBO wins the award for Outstanding Comedy Series! #Emmys #Emmys2016 #EmmysEM https://t.co/kZKGkMeUdZ,777702034044780544,1
891,,ralphrox,"""Veep"" bicampeão em comédia. Eu confesso que não acho nada demais. Pra mim, está atrás de ""Morden Family"", ""Silicon Valley""... #Emmys",777702035860881408,1
892,,NotSpamIpromise,"Looks like everyone else wondered what Sarah Paulson's ""mouth wetting drops"" were too #Emmys https://t.co/RVLWc7xuxp",777702034917109760,0
893,,khaleesiar,se aquele pilot foi alguma coisa foi é bem gay #emmys https://t.co/pYXlJ1zzGx,777702035265380352,0
894,,tata99ma,a la mierda los #Emmys tanta espera para que no ganara mis actores favoritos de #GameofThrones https://t.co/xxw6xFC6AN,777702038125895682,0
895,,unel,"👉 Jasa Tambah Follower Twitter dan Instagram 👻 List Harga Baca di www[.]followback[.]net tanpa tanda kurung
 ~ #Emmys ~ 91",777702039476240384,0
896,,yuruglii,Cuutiee https://t.co/XVlnr2lSZ0,777702039493181440,0
897,,dlbybrooke,Esse vídeo só mostra o quão merecido foi esse Emmy. #Emmys https://t.co/2BftrGXQU0,777702039770071040,0
898,,Jullyppg,"juro, depois que comecei a assistir #Veep vejo as notícias sobre política com outros olhos kkkk #Emmys",777702039811915778,0
899,,fashionquotes13,InStyle: See the hottest looks from the 2016 #emmys red carpet: https://t.co/6mnrqSPaLK https://t.co/zIUotpm7BB,777702040336203776,0
900,,maysoonzayid,Well of course. Since @parksandrecnbc left us #Veep is by far the funniest show on TV anywhere on earth. #emmys,777702040269119488,1
901,,puffpuff_cass,I think the #NutrishDog was dressed to impress at the #Emmys https://t.co/XgSz9vk76O,777702041074307072,0
902,,AppleShowbiz,#VEEP wins Outstanding Comedy Series! #Emmys https://t.co/vk0zxL1E37,777702041036652544,1
903,,Chocolate_Skin,Well deserved https://t.co/bRIOvvTWRS,777702042513117184,0
904,,Funer_all,(((#Emmys))),777702042823299073,1
905,,Im_MannyMe,@VeepHBO Best Comedy 👏🏽 #Emmys,777702042777387008,1
906,,juliandaniels,@TelevisionAcad https://t.co/g4XSfnhVet,777702042953510912,0
907,,kflana,"Happy for Veep. Blackish, you've got it next year! #Emmys",777702043729276928,1
908,,janersm,Falling down while walking up steps ins a long skirt and heels is extremely easy to do. #Emmys,777702043771293696,0
909,,AlexLmann,Julia Louis-Dreyfus just tripped at the #Emmys is her career over before it started?,777702043528101888,0
910,,sheenabetter,Elliot is such a cutieeeee! ✨ https://t.co/qyB0UG190a,777702043964190720,0
911,,OrfaoBaudelaire,congratulations @tatianamaslany.  #CloneClub! #OrphanBlack #Emmys ❤️😍,777702043934949376,0
912,,juandavid2506,Categoría de Game of Thrones please  #EmmysPorWarner #Emmys https://t.co/TvybA1kgTZ,777702044870250497,0
913,,capdrugs,FOI MAIS DO QUE MERECIDO O MEU AMORZINHO TATI GANHAR #Emmys,777702047382695936,0
914,,xHeartxFreakx,YES!!!!!!!!!!!!!!!!!!!!!! FINALLLLLLLLLLY!!!!! It was about time! Congrats @tatianamaslany :) #Emmys #Emmys2016 #OrphanBlack @OrphanBlack,777702047600828417,0
915,,SmartMouthGirl,#Emmys I hate it when the Emmys turn into the HBO show. So unfair.,777702047676305410,0
916,,lstsjlas,Awwww love 😍😍😍 https://t.co/eilOg5RpPn,777702047391121408,0
917,,the_e_marlowe,"@VeepHBO exec producer: ""I have a 9:30 shift at my son's school library tomorrow, can anyone at home switch with me?"" HAHA #Emmys",777702048217309184,0
918,,MrJosephTrusson,"No surprise that Veep won. I would have gone for Transparent, but Veep had a really strong season as well. A great show. #Emmys",777702048108273665,1
919,,sitevirgula,Veep ganha como Melhor Série de Comédia #Emmys,777702049186193408,1
920,,msh3471,Deserve it❤️❤️ https://t.co/PmXaH40tSH,777702048968105984,0
921,,rgiordana,kkkkkkkkkkkkkkkkkkkkkkk https://t.co/i3TlPnTYQ3,777702049018511360,0
922,,mzarated,¿Por qué los marranos están tan cabrones para hacer comedia? #Emmys,777702050243055616,0
923,,Josianlopez,#VEEP mejor serie comedia!! Una joya!! #Emmys #EmmysPorWarner,777702051505508352,1
924,,mary3s,😂 https://t.co/q2QtIYc7HS,777702051073536000,0
925,,tinadelatorre,Julia Louise Dreyfus falling is more graceful than everything I've ever done in my entire life. #Emmys,777702051966889984,0
926,,lostmythology,FINALMENTEEEEE YAAAAAS ❤️ https://t.co/3x7fgi0V5k,777702051576807424,0
927,,Zamalisa,Yasssssss https://t.co/mkDmC2oSyN,777702051799236608,0
928,,reguizz,can we talk about his reaction??? he was so surprised and thought he lost ajdjsj i lvoe my smol bean https://t.co/1fXsdtc1Sb,777702052038254594,0
929,,mafe_mindy,"He intentado empezar a ver #VeepHBO unas 10 veces.
Las 10 veces me ha aburrido.
#Emmys",777702052214497280,1
930,,luvbcast,boa noite só pra quem viu as favs recebendo emmy #Emmys https://t.co/NFtN0hSk8k,777702051346321408,0
931,,Sandrinha____,Maravilhosos ❤️❤️❤️#Emmys #EmmyNaWarner #HouseOfCards https://t.co/DMz2vfcbEr,777702050947883008,0
932,,closer2fine,"You guys, @DavidHMandel has liked AT LEAST TWO OF MY TWEETS IN THE PAST. I feel Emmy-adjacent. #Emmys #Veep",777702052440969216,0
933,,jessicwj,estamos aqui para enaltecer esse momento aguardado há 84 anos https://t.co/N7eekr2ZQB,777702052155781120,0
934,,ArianatorAGTFan,"you were robbed @KimmySchmidt, you were robbed #Emmys",777702052566855680,1
935,,PupiBruera,Cómo puede perder modern family? #Emmys,777702052638097408,0
936,,kaleidoscopes07,"YES!!! #Veep wins best comedy. Seriously the best comedy show I've seen in years. Terrific actors, brilliant writing. #Emmys",777702052696772608,1
937,,destak,'Veep' vence pela segunda vez consecutiva como melhor série de comédia! #Emmys https://t.co/mm9vl3rh3R,777702051887321088,0
938,,catiaconlac,Una signora sta per sgravare sul palco e non è Kerry Washington #Emmys #Rai4,777702055418929152,0
939,,Alejobp1,Nunca vi Veep pero era para #ModernFamily #Emmys #EmmysPorWarner,777702055234441216,1
940,,ACC_,@FrenchTweacher i'm watching @tatianamaslany and @MsSarahPaulson Winning the #Emmys at almost 5 AM lol,777702055951687681,0
941,,anyacrittenton,"I mean, hey, if you're as good as #Veep and so consistently too.......... #Emmys",777702056094109696,1
942,,librarylea,See?! Even important Hollywood people volunteer at libraries. :) #Emmys,777702056073109504,0
943,,feministbreeder,So what you're telling me is that I should be watching Veep? #Emmys,777702056580702209,1
944,,JessHSun,#Emmys https://t.co/jr9Vodu3Pi,777702055158882304,0
945,,SurfingonMoney,Emmys: Curiosidades sobre os maiores prémios da TV #SAPO21anos #emmys https://t.co/rH6GOuaTY1,777702055884587009,0
946,,DarrellDass,The Emmy for Best Comedy Series goes to @VeepHBO #Veep #Emmys,777702056651927552,1
947,,AgeOfTyler,This year's #Emmys is the best received awards show my TL's ever live tweeted,777702056404590592,1
948,,skywalkrer,agora ja posso iniciar https://t.co/5oBPGi9M17,777702056425652225,0
949,,Sharoney,WTH is she wearing with that pink thing? She looks like a bundle of laundry. #Veep #Emmys,777702057327337472,1
950,,leannexmac,Romi https://t.co/0caOArIoDI,777702057616740352,0
951,,iskoalforque,"Haha still love you guys, consistency is the key https://t.co/RpWy7jMomi",777702059906785280,0
952,,TheView,Outstanding Comedy Series goes to #Veep! @VeepHBO #Emmys https://t.co/CDKhEUVppy,777702057990062080,1
953,,sleolf,AEEEEEEEEEEEEEEE https://t.co/dNhmuIjOfP,777702059843911680,0
954,,wendyleeherman,VEEP! VEEP! VEEP! ❤️ #Emmys,777702060380651520,1
955,,Jacoberro,"DiCaprio e Oscar✔
Tatiana,Sarah e #Emmys✔
Katy e Grammy✖

Vamos esperar",777702060309540865,0
956,,higor_srs,"Sério, esse ano os #Emmys  estão surpreendentes 😱 Rami Malek e Tatiana Maslany levando na categoria principal ator/atriz",777702060359835648,0
957,,Roseglow,Omg! Old Christina caiu  #Emmys,777702060485640193,0
958,,natashazlan,Omg yas https://t.co/HZXg1VfH6b,777702060481351680,0
959,,Scarletx0,الله يخلي الناس الي تغرد عن #Emmys,777702060355575808,0
960,,nemoxjdb,Congratulations @tatianamaslany!!So happy for you ❤️🎉#EmmyForMaslany #Emmys,777702060766658561,0
961,,marveIgirls,NÃO ACREDITO QUE TATIANA MASLANY INVENTOU A ATUAÇÃO  #Emmys,777702060729008128,0
962,,mzaynztan,يجنننن انصدم😭😭😭 https://t.co/dQ6BtKaVZp,777702061056155648,0
